Jabar,1292
Jakarta,757
Jateng,531
Riau,341
Jatim,215
DIY,157
Kepri,153
NTB,129
Banten,126
Sumsel,113
Bali,105
Lampung,95
Kaltim,84
Jambi,82
Babel,82
Kalteng,74
Sumut,68
NTT,61
Sumbar,58
Aceh,56
Sulteng,56
Kalsel,34
Kaltara,18
Maluku,14
Sulsel,13
Bengkulu,7
Gorontalo,3
Malut,3
Sulbar,2
Papbar,1
Kalbar,0
Sulut,0
Sultra,0
Papua,0
